,Name,Sex,Event,Age,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,AgeClass,Federation,Date,MeetCountry,MeetState,MeetName,Region,Political
940341,Kourtney Pettigrew,F,SBD,,88.45,54.43,108.86,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940342,Jaylei Lamb,F,SBD,,86.18,49.9,97.52,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940343,Claire Mounce,F,SBD,,97.52,40.82,90.72,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940344,Charlee Vance,F,SBD,,77.11,38.56,106.59,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940345,Arianna Altstatt,F,SBD,,88.45,38.56,92.99,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940346,Lizbeth Pozus,F,SBD,,83.91,43.09,86.18,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940347,Haylie Hamilton,F,SBD,,65.77,38.56,70.31,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940348,Jordan Thomas,F,SBD,,99.79,58.97,,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940349,Shekinah Walton,F,SBD,,95.25,,,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940350,Peytton Gribble,F,SBD,,108.86,63.5,133.81,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940351,Alexis Ohm,F,SBD,,122.47,56.7,122.47,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940352,Sierra Peirce,F,SBD,,111.13,49.9,99.79,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940353,Vanessa Huerta,F,SBD,,104.33,47.63,108.86,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940354,Eliza Gilliam,F,SBD,,102.06,52.16,90.72,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940355,Samantha Clement,F,SBD,,95.25,49.9,95.25,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940356,Anjelica Corona,F,SBD,,86.18,40.82,108.86,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940357,Dutchess Dearmond,F,SBD,,86.18,38.56,92.99,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940358,Esperanza Montijo,F,SBD,,83.91,38.56,92.99,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940359,Kelsey Beleu,F,SBD,,77.11,47.63,79.38,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940360,Alexandra Lofland,F,SBD,,74.84,34.02,83.91,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940361,Yadira Herrera,F,SBD,,70.31,31.75,83.91,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940362,Jazmine Martinez,F,SBD,18.5,54.43,29.48,74.84,18-19,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940363,Kayla Singleton,F,SBD,,,,,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940364,Makinzee Thomas,F,SBD,,,,,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940365,Kaylin Miller,F,SBD,,142.88,83.91,156.49,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940366,Sydney Wilhelm,F,SBD,,149.69,58.97,149.69,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940367,Riece Talbert,F,SBD,,127.01,61.23,136.08,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940368,Lexi Towery,F,SBD,,120.2,56.7,140.61,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940369,Kaitlin Raber,F,SBD,,124.74,54.43,122.47,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940370,Macee Russell,F,SBD,,122.47,52.16,122.47,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940371,Destiney Thompson,F,SBD,,106.59,54.43,122.47,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940372,Allie Blackmon,F,SBD,,102.06,43.09,108.86,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940373,Sarah Ortiz,F,SBD,,108.86,43.09,99.79,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940374,Kaela Roberds,F,SBD,,95.25,49.9,99.79,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940375,Emily Kirkelie,F,SBD,,104.33,38.56,99.79,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940376,Harley Anderson,F,SBD,,99.79,47.63,92.99,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940377,Kaleigh Cochran,F,SBD,,81.65,52.16,102.06,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940378,Stefany Hervert,F,SBD,,88.45,43.09,102.06,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940379,Diana Andrade,F,SBD,,104.33,34.02,88.45,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940380,Kalie Stover,F,SBD,,74.84,40.82,81.65,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940381,Alicia Russell,F,SBD,,58.97,24.95,99.79,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940382,Caylen Myracle,F,SBD,,74.84,31.75,72.57,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940383,Natalie Hofsiss,F,SBD,,140.61,58.97,149.69,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940384,Vanessa Ramirez,F,SBD,,136.08,56.7,138.35,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940385,Melanie Allen,F,SBD,,136.08,83.91,111.13,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940386,Katlyn Skinner,F,SBD,,115.67,52.16,127.01,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940387,Kayla Weaver,F,SBD,,120.2,52.16,120.2,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940388,Kara Harper,F,SBD,,124.74,49.9,111.13,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940389,RayAnn Schooling,F,SBD,,99.79,45.36,102.06,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940390,Nikki Adams,F,SBD,,102.06,54.43,90.72,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940391,Taylor Brown,F,SBD,,136.08,79.38,129.27,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940392,Makayla Martin,F,SBD,,131.54,49.9,120.2,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940393,Codie Fields,F,SBD,,129.27,56.7,113.4,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940394,Ali Dragoo,F,SBD,,113.4,54.43,108.86,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940395,Madison Stout,F,SBD,,111.13,45.36,92.99,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940396,Yovani Gomez,F,SBD,,68.04,36.29,79.38,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940397,Emily Chupka,F,SBD,,,,,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940398,Isabelle Ruth,F,SBD,,113.4,,,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940399,Keyshawna Newman,F,SBD,,181.44,68.04,167.83,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940400,Sydney Smith,F,SBD,,154.22,68.04,167.83,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940401,Janielle Garcia,F,SBD,,136.08,70.31,136.08,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940402,Maggie Smith,F,SBD,17.5,136.08,68.04,136.08,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940403,Brittany Bernhardt,F,SBD,,133.81,56.7,142.88,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940404,Allison Ricketts,F,SBD,,124.74,56.7,113.4,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940405,Sammie Slagle,F,SBD,,158.76,77.11,,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940406,Deziray Graham,F,SBD,,188.24,83.91,161.03,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940407,Catlin Lewis,F,SBD,,183.7,65.77,142.88,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940408,Haylee McAdoo,F,SBD,,151.95,90.72,136.08,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940409,Haley Roberds,F,SBD,,142.88,74.84,133.81,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940410,Kaylie McCarty,F,SBD,,145.15,90.72,113.4,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940411,Marissia Bias,F,SBD,,127.01,52.16,117.93,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940412,Annie Slavings,F,SBD,,97.52,58.97,104.33,,THSWPA,2016,USA,TX,Raider Invitational,South,Red
940413,Alexia Vidaurre,F,SBD,,68.04,36.29,70.31,,THSWPA,2016,USA,TX,Fossil Ridge Meet,South,Red
940414,Rocio Magana,F,SBD,,38.56,29.48,40.82,,THSWPA,2016,USA,TX,Fossil Ridge Meet,South,Red
940415,Camiya Dawkins,F,SBD,,,,,,THSWPA,2016,USA,TX,Fossil Ridge Meet,South,Red
940416,Tiffany Sommay,F,SBD,,38.56,34.02,40.82,,THSWPA,2016,USA,TX,Fossil Ridge Meet,South,Red
940417,McKinsey Williamson,F,SBD,,83.91,34.02,86.18,,THSWPA,2016,USA,TX,Fossil Ridge Meet,South,Red
940418,Reagon Jones,F,SBD,,,,,,THSWPA,2016,USA,TX,Fossil Ridge Meet,South,Red
940419,Madison Grider,F,SBD,,79.38,34.02,77.11,,THSWPA,2016,USA,TX,Fossil Ridge Meet,South,Red
940420,Nicole Ramos,F,SBD,,95.25,54.43,106.59,,THSWPA,2016,USA,TX,Fossil Ridge Meet,South,Red
940421,Katlyn Henry,F,SBD,,63.5,36.29,74.84,,THSWPA,2016,USA,TX,Fossil Ridge Meet,South,Red
940422,Tamires Berzin,F,SBD,,142.88,68.04,129.27,,THSWPA,2016,USA,TX,Fossil Ridge Meet,South,Red
940423,Alex Ortiz,F,SBD,,,,,,THSWPA,2016,USA,TX,Fossil Ridge Meet,South,Red
940424,Kya Charron,F,SBD,,,,,,THSWPA,2016,USA,TX,Fossil Ridge Meet,South,Red
940425,Emily Daniel,F,SBD,16.5,154.22,88.45,142.88,16-17,THSWPA,2016,USA,TX,Fossil Ridge Meet,South,Red
940426,Dhamar Martinez,F,SBD,,90.72,45.36,113.4,,THSWPA,2016,USA,TX,Fossil Ridge Meet,South,Red
940427,Laura Alvarado,F,SBD,,58.97,36.29,81.65,,THSWPA,2016,USA,TX,Fossil Ridge Meet,South,Red
940428,Shakayla Harris,F,SBD,,,,,,THSWPA,2016,USA,TX,Fossil Ridge Meet,South,Red
940429,Elena Sanchez,F,SBD,,106.59,65.77,,,THSWPA,2016,USA,TX,Fossil Ridge Meet,South,Red
940430,EmmaRae Ward,F,SBD,,154.22,61.23,145.15,,THSWPA,2016,USA,TX,Fossil Ridge Meet,South,Red
940431,Kacee Plummer,F,SBD,,95.25,49.9,106.59,,THSWPA,2016,USA,TX,Fossil Ridge Meet,South,Red
940432,London Leslie,F,SBD,,,,,,THSWPA,2016,USA,TX,Fossil Ridge Meet,South,Red
940433,Odalys Garduno,F,SBD,,115.67,47.63,115.67,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940434,Clarissa Garcia,F,SBD,17.5,108.86,49.9,113.4,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940435,Rhema Orta,F,SBD,,95.25,45.36,97.52,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940436,Julia Molina,F,SBD,,74.84,31.75,95.25,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940437,Acajia Dickerson,F,SBD,,68.04,31.75,86.18,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940438,Elizabeth Quilpas,F,SBD,,72.57,29.48,72.57,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940439,Alize Garcia,F,SBD,,52.16,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940440,June Ji Peters,F,SBD,,83.91,27.22,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940441,McKayla Cortez,F,SBD,,129.27,65.77,122.47,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940442,Devyn Turner,F,SBD,17.5,108.86,54.43,113.4,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940443,Marian Gomez,F,SBD,,90.72,43.09,102.06,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940444,Regan Barrera,F,SBD,,86.18,36.29,95.25,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940445,Samantha Cazares,F,SBD,,88.45,31.75,92.99,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940446,Jasmine Cruz,F,SBD,,56.7,31.75,81.65,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940447,Marissa Rios,F,SBD,,61.23,34.02,68.04,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940448,Kelsey Lopez,F,SBD,,,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940449,Carolina Sanchez,F,SBD,,65.77,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940450,Danielle Bacon,F,SBD,16.5,136.08,63.5,138.35,16-17,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940451,Cheyenne Janssen,F,SBD,,79.38,34.02,113.4,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940452,Robin Naranjo,F,SBD,,95.25,31.75,88.45,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940453,Alexis Longoria,F,SBD,,90.72,29.48,92.99,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940454,Angiolina Quiroga,F,SBD,,90.72,38.56,81.65,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940455,Alix Timbs,F,SBD,,92.99,29.48,68.04,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940456,Lexi Mitchell,F,SBD,,70.31,24.95,92.99,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940457,Kayla Barrentez,F,SBD,,79.38,34.02,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940458,Skyleigh Sears,F,SBD,,129.27,61.23,131.54,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940459,Kristen Gutierrez,F,SBD,,117.93,61.23,142.88,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940460,Jordan Moore,F,SBD,,117.93,54.43,113.4,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940461,Kyndall Wick,F,SBD,,111.13,54.43,117.93,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940462,Sydney Patterson,F,SBD,,102.06,43.09,115.67,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940463,Jenna Kana,F,SBD,,97.52,47.63,97.52,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940464,Lauren Kennedy,F,SBD,,95.25,36.29,97.52,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940465,Amber Putska,F,SBD,,88.45,52.16,88.45,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940466,Alexis Alvarez,F,SBD,,72.57,38.56,83.91,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940467,Jessica Granados,F,SBD,,70.31,31.75,79.38,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940468,Miranda Smith,F,SBD,,129.27,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940469,Desirae Rivera,F,SBD,,,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940470,Natalee Gonzales,F,SBD,,,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940471,Jenna Allen,F,SBD,,156.49,63.5,136.08,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940472,Alexis Mojica,F,SBD,16.5,136.08,52.16,151.95,16-17,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940473,Nellie Perry,F,SBD,,142.88,68.04,129.27,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940474,Hailey Nichols,F,SBD,,136.08,54.43,145.15,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940475,Hilary Saha,F,SBD,,111.13,56.7,113.4,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940476,Peggy King,F,SBD,,106.59,49.9,117.93,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940477,Norma Zelaya,F,SBD,,104.33,47.63,102.06,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940478,Allison Garza,F,SBD,,108.86,43.09,97.52,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940479,Taylor Dungen,F,SBD,,102.06,40.82,102.06,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940480,Emily Dukt,F,SBD,,90.72,38.56,95.25,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940481,Marissa Ochoa,F,SBD,,92.99,45.36,79.38,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940482,Stefanie Pina,F,SBD,,68.04,34.02,88.45,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940483,Rosa Sanchez,F,SBD,,,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940484,Shelbie Ridlen,F,SBD,,,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940485,Rachel White,F,SBD,,,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940486,Cyline Solis,F,SBD,,86.18,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940487,Abby McFall,F,SBD,,154.22,77.11,149.69,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940488,Kaitlyn Duval,F,SBD,,133.81,58.97,131.54,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940489,Kayci Molina,F,SBD,,117.93,52.16,127.01,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940490,Josefina Ceja,F,SBD,,113.4,52.16,117.93,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940491,Jasmin Lopez,F,SBD,,95.25,47.63,92.99,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940492,Danielle Taylor,F,SBD,,90.72,52.16,90.72,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940493,Paige Nance,F,SBD,,102.06,36.29,92.99,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940494,Desa Delgado,F,SBD,,90.72,31.75,102.06,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940495,Paige Kapel,F,SBD,,77.11,38.56,102.06,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940496,Jessica Tesch,F,SBD,,81.65,34.02,97.52,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940497,Lauryn Campos,F,SBD,,83.91,24.95,102.06,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940498,Pam Inclan,F,SBD,,72.57,34.02,97.52,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940499,Cassie Billings,F,SBD,,97.52,27.22,79.38,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940500,Kacee Fink,F,SBD,,,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940501,Lauren Flores,F,SBD,,,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940502,Ruby de la Garza,F,SBD,,,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940503,Zoey Dierlam,F,SBD,,,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940504,Savannah Woodward,F,SBD,,,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940505,Shalia Torres,F,SBD,,,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940506,Mady Ferretiz,F,SBD,,,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940507,Kileigh Boggess,F,SBD,,124.74,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940508,Karina Ramon,F,SBD,,149.69,88.45,133.81,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940509,Erica Garcia,F,SBD,,145.15,54.43,136.08,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940510,Taylor Shelton,F,SBD,,127.01,63.5,124.74,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940511,Tia Hart,F,SBD,,120.2,68.04,120.2,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940512,Bridget Frazer,F,SBD,,127.01,52.16,111.13,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940513,Delina Morales,F,SBD,,117.93,43.09,129.27,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940514,Stephanie Sanchez,F,SBD,,124.74,52.16,113.4,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940515,Kasey Garza,F,SBD,,102.06,61.23,115.67,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940516,Delia Lopez,F,SBD,,90.72,54.43,131.54,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940517,Kaitlyn Coleman,F,SBD,,99.79,43.09,106.59,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940518,Jordan Pyatt,F,SBD,,86.18,43.09,120.2,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940519,Kaylie Demmer,F,SBD,,99.79,47.63,90.72,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940520,Alex Altamirano,F,SBD,,90.72,38.56,95.25,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940521,Marilyn Martinez,F,SBD,,88.45,43.09,92.99,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940522,Karlee Lawson,F,SBD,,74.84,31.75,83.91,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940523,Taylor Akenhead,F,SBD,,,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940524,Ariel Rocha,F,SBD,,136.08,74.84,142.88,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940525,Aubry Williams,F,SBD,,138.35,61.23,133.81,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940526,Chelsea Garza,F,SBD,,136.08,52.16,133.81,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940527,Madison Flores,F,SBD,,129.27,68.04,122.47,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940528,Madison Bridges,F,SBD,,113.4,61.23,138.35,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940529,Macy Mareth,F,SBD,,108.86,54.43,131.54,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940530,Alexis Rodriguez,F,SBD,16.5,88.45,40.82,113.4,16-17,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940531,Jade Vela,F,SBD,,95.25,34.02,90.72,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940532,Zithlali Calzada,F,SBD,,83.91,38.56,90.72,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940533,Ashlyn Henrichs,F,SBD,,,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940534,Mima Lopez,F,SBD,,,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940535,Kaylie Perez,F,SBD,16.5,138.35,72.57,136.08,16-17,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940536,Ashley Rios,F,SBD,,129.27,63.5,122.47,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940537,Miranda Hartl,F,SBD,,136.08,54.43,120.2,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940538,Savannah Benividez,F,SBD,,136.08,54.43,117.93,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940539,Kyra Williams,F,SBD,,122.47,52.16,129.27,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940540,Alyssa Vasek,F,SBD,,108.86,52.16,129.27,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940541,Anisa Rodriguez,F,SBD,,113.4,54.43,117.93,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940542,Kamryn Gutierrez,F,SBD,,88.45,43.09,102.06,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940543,Haley Little,F,SBD,,,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940544,Erica Sommers,F,SBD,,,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940545,Star Nunez,F,SBD,,83.91,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940546,Destiny Sedillo,F,SBD,,74.84,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940547,Gaby Moreno,F,SBD,,83.91,,,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940548,Laura Garcia,F,SBD,,156.49,70.31,140.61,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940549,Tiffany Goranson,F,SBD,,127.01,63.5,142.88,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940550,Savannah Sanchez,F,SBD,,120.2,63.5,129.27,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940551,Esmerelda Rojas,F,SBD,,120.2,45.36,131.54,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940552,Lizbeth Martinez,F,SBD,,113.4,54.43,122.47,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940553,Miranda Fuentes,F,SBD,,106.59,56.7,122.47,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940554,Shermeka Thompson,F,SBD,,176.9,79.38,170.1,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940555,Kaitlon Brod,F,SBD,,122.47,68.04,158.76,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940556,Nadia Reyna,F,SBD,,117.93,49.9,129.27,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940557,Brandy Moses,F,SBD,,108.86,52.16,113.4,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
940558,Kaylynn Lawson,F,SBD,,97.52,54.43,115.67,,THSWPA,2016,USA,TX,St. Joseph Flyer PowerFest,South,Red
